web-scraper-order,web-scraper-start-url,title,title-href,nama,harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1686134591-54,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-dekat-hotel-hyatt-regency-oleh-nico-feryanto-21731836,Rumah Dijual Jogja Dekat Hotel Hyatt Regency,"Rp 2,4 M","Sendangadi, Mlati, Sleman, Yogyakarta, Kraton, Yogyakarta, DI Yogyakarta Jelajahi di Peta",120 m²,199 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134595-55,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-cluster-manis-harga-minimalis-akses-besar-dekat-jl-jogja-solo-oleh-iqbal-21731892,CLUSTER MANIS HARGA MINIMALIS AKSES BESAR DEKAT JL.JOGJA-SOLO,Rp 242 jt,"Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",30 m²,60 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134599-56,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-kos-dijual-lokasi-bagus-dekat-ugm-jakal-km-6-oleh-asti-21052887,Kos Dijual Lokasi Bagus Dekat UGM Jakal Km 6,"Rp 1,5 M","Jakal Km 6 Purwosari, Sinduadi, Kec. Mlati, Sleman, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",198 m²,198 m²,6 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134603-57,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-kos-kosan-furnish-dijual-di-jl-kaliurang-selatan-kampus-uii-oleh-asti-21478614,Kos Kosan Furnish Dijual di Jl Kaliurang Selatan Kampus UII,"Rp 2,4 M","Candirejo, Sardonoharjo, Kec. Ngaglik, Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",192 m²,346 m²,10 tidur,10 mandi,3500 Watt,Tak Berperabot,4,SHM - Sertifikat Hak Milik
1686134606-58,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-2-lantai-dekat-amplaz-shm-sleman-yogya-oleh-bajra-21582956,RUMAH MEWAH 2 LANTAI DEKAT AMPLAZ SHM SLEMAN YOGYA,"Rp 2,5 M","Depok, Sleman, DI Yogyakarta Jelajahi di Peta",113 m²,126 m²,3 tidur,2 mandi,5500 Watt,Lengkap,1,SHM - Sertifikat Hak Milik
1686134610-59,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-jogyakarta-oleh-ria-butar-butar-20502430,Jogyakarta,"Rp 3,3 M","Jl.Suropati  Sinduadi Mlati Sleman, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",245 m²,701 m²,4 tidur,4 mandi,3500 Watt,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1686134614-60,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/98,,https://www.rumah.com/listing-properti/dijual-miliki-pasive-income-dengan-punya-kost-di-jogja-oleh-anto-21497559,MILIKI PASIVE INCOME DENGAN PUNYA KOST DI JOGJA,"Rp 2,9 M","Sinduadi, Tegalrejo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",165 m²,160 m²,10 tidur,10 mandi,1300 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686134626-61,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-idaman-siap-huni-5-km-dari-tugu-jogja-oleh-anto-21428292,RUMAH IDAMAN SIAP HUNI 5 KM DARI TUGU JOGJA,"Rp 1,5 M","Sidoarum, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,110 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134631-62,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-jual-rumah-di-desa-wisata-tembi-bantul-yogyakarta-cocok-untuk-kuliner-oleh-nataliya-21732370,Jual Rumah di desa wisata Tembi Bantul Yogyakarta cocok untuk Kuliner,"Rp 2,25 M","Timbulharjo, Sewon, Bantul Regency, Yogyakarta, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",200 m²,408 m²,2 tidur,2 mandi,1300 Watt,Tak Berperabot,4,SHM - Sertifikat Hak Milik
1686134636-63,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-mewah-5-menit-pasar-stan-maguwoharjo-carport-muat-10-mobil-oleh-zain-21732499,Rumah Mewah Mewah 5 menit Pasar Stan Maguwoharjo Carport Muat 10 Mobil,"Rp 9,5 M","Malioboro, Sleman, Jogja, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",500 m²,"1,695 m²",10 tidur,8 mandi,0 Watt,Sebagian,10,SHM - Sertifikat Hak Milik
1686134641-64,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-cantik-dalam-perumaham-di-gito-gati-oleh-uut-21732510,DI JUAL RUMAH CANTIK DALAM PERUMAHAM DI GITO GATI,"Rp 1,2 M","JALAN GITO GATI, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",87 m²,122 m²,3 tidur,1 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686134645-65,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-hook-di-nogotirto-10-menit-tugu-jogja-oleh-salsabillah-21619433,"Rumah Mewah Hook di Nogotirto, 10 Menit Tugu Jogja","Rp 1,5 M","Nogotirto, Kec. Gamping, Sleman, Yogyakarta, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,144 m²,5 tidur,4 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134649-66,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-area-bangunjiwo-10-menit-kampus-umy-oleh-salsabillah-21697269,"Rumah Dijual Jogja Area Bangunjiwo, 10 Menit Kampus UMY",Rp 470 jt,"Bangunjiwo, Kasihan, Bantul,, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",70 m²,80 m²,2 tidur,2 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134652-67,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-type-49-siap-huni-di-utara-cebongan-sleman-ada-imb-oleh-salsabillah-21604326,"Rumah Type 49 Siap Huni di Utara Cebongan Sleman, Ada IMB",Rp 625 jt,"Jodag, sumberadi, mlati, Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",49 m²,140 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134657-68,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-baru-siap-huni-dekat-sd-model-di-maguwo-oleh-uut-21732565,DI JUAL RUMAH BARU SIAP HUNI DEKAT SD MODEL DI MAGUWO,"Rp 1,18 M","MAGUWO, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,177 m²,3 tidur,2 mandi,1300 Watt,,2,SHM - Sertifikat Hak Milik
1686134660-69,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-kos-dijual-plus-rumah-induk-di-area-kampus-uii-jogja-oleh-salsabillah-21609784,Kos Dijual Plus Rumah Induk di Area Kampus UII Jogja,"Rp 1,8 M","Candirejo, Sardonoharjo, Ngaglik, Sleman,, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",280 m²,150 m²,10 tidur,10 mandi,2200 Watt,,2,SHM - Sertifikat Hak Milik
1686134664-70,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-380-juta-area-minggir-sleman-oleh-salsabillah-21604352,Rumah Dijual Jogja 380 Juta Area Minggir Sleman,Rp 380 jt,"Minggir Sleman, Minggir, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,149 m²,2 tidur,1 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686134667-71,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-carport-muat-10-mobil-6-menit-jogja-bay-waterpark-oleh-zain-21732590,"Dijual Rumah Mewah, Carport Muat 10 Mobil: 6 menit Jogja Bay Waterpark","Rp 9,5 M","Kraton, Malioboro, Jogja, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",500 m²,"1,695 m²",10 tidur,8 mandi,0 Watt,Sebagian,10,SHM - Sertifikat Hak Milik
1686134671-72,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-palagan-ngaglik-oleh-satria-wahyu-anggara-21732636,"Palagan, Ngaglik",Rp 389 jt,"Jl.Palagan, Donoharjo, Ngaglik, Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,75 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134674-73,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-300-jutaan-di-minggir-sleman-rumah-baru-shm-oleh-salsabillah-21604343,"Rumah 300 Jutaan di Minggir Sleman, Rumah Baru SHM",Rp 370 jt,"Bandan, Sendangsari, Kec. Minggir,  Sleman,, Minggir, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,135 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134677-74,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-piyungan-oleh-damianus-yudi-21316839,RUMAH 2 Lantai di Piyungan,Rp 1 M,"SRIMULYO, PIYUNGAN, Piyungan, Bantul, DI Yogyakarta Jelajahi di Peta",300 m²,190 m²,5 tidur,3 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134682-75,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-seyegan-margoluwih-godean-sleman-oleh-wiedi-21351977,Seyegan margoluwih Godean sleman,Rp 499 jt,"Utara Pasar Godean Sleman Yogyakarta, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",45 m²,100 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134685-76,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-di-jual-villa-asri-dan-nyaman-di-pakem-oleh-uut-21732711,DI JUAL VILLA ASRI DAN NYAMAN DI PAKEM,"Rp 2,6 M","Pakem, Pakem, Sleman, DI Yogyakarta Jelajahi di Peta",300 m²,"1,112 m²",4 tidur,5 mandi,3500 Watt,,6,SHM - Sertifikat Hak Milik
1686134689-77,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-premium-di-kawasan-strategis-jogja-jakal-km-6-dekat-ringroad-utara-oleh-anindya-21732752,"Rumah Premium di Kawasan Strategis Jogja, Jakal KM 6: Dekat Ringroad Utara","Rp 3,3 M","Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",106 m²,213 m²,5 tidur,3 mandi,2200 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686134692-78,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-lingkungan-nyaman-kawasan-kost-an-dekat-rsu-gramedika-oleh-anindya-21732773,"Rumah Cantik Lingkungan Nyaman, Kawasan Kost-an : Dekat RSU Gramedika","Rp 1,2 M","Jakal KM 13, Sleman,Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,149 m²,5 tidur,3 mandi,1300 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686134696-79,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-rumah-kos-jogja-dijual-dekat-kampus-ugm-oleh-ardiansyah-21428701,"Rumah Kos Jogja Dijual, Dekat Kampus UGM","Rp 1,5 M","Jl. Kaliurang, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",198 m²,198 m²,5 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134699-80,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/97,,https://www.rumah.com/listing-properti/dijual-dekat-ugm-jogja-rumah-dalam-perumahan-oleh-ardiansyah-21451271,"Dekat UGM Jogja, Rumah Dalam Perumahan","Rp 3,25 M","Jl. Kaliurang Km 7, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",170 m²,322 m²,4 tidur,2 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134708-81,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-jogja-kolam-renang-pribadi-oleh-ardiansyah-21505562,"Rumah Mewah Jogja, Kolam Renang Pribadi",Rp 10 M,"Jl. Degolan, Pakem, Sleman, DI Yogyakarta Jelajahi di Peta",1000 m²,"1,257 m²",9 tidur,5 mandi,4400 Watt,Tak Berperabot,8,SHM - Sertifikat Hak Milik
1686134714-82,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-patangpuluhan-wirobrajan-kota-yogyakarta-oleh-sunaryadi-21326724,Patangpuluhan Wirobrajan Kota Yogyakarta,Rp 650 jt,"Patangpuluhan Wirobrajan, Wirobrajan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",45 m²,79 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134717-83,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-utara-jogja-bay-dan-kampus-di-ngemplak-sleman-yogyakarta-oleh-ahmad-gesit-21364804,Rumah Dijual Utara Jogja Bay dan Kampus di Ngemplak Sleman Yogyakarta,"Rp 2,15 M","Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",215 m²,160 m²,4 tidur,5 mandi,2200 Watt,,1,SHM - Sertifikat Hak Milik
1686134720-84,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-tajem-maguwoharjo-depok-sleman-yogyakarta-oleh-agung-prasetyo-wibowo-20595390,Tajem Maguwoharjo Depok Sleman Yogyakarta,"Rp 2,9 M","Jalan Tajem, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,406 m²,3 tidur,2 mandi,5500 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134725-85,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-pierre-tendean-wirobrajan-yogyakarta-oleh-priyo-kurniawan-19863677,Pierre Tendean Wirobrajan Yogyakarta,"Rp 4,5 M","Pierre Tendean, Wirobrajan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",170 m²,200 m²,4 tidur,4 mandi,3500 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686134729-86,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-sariharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-21723576,Sariharjo Ngaglik Sleman Yogyakarta,"Rp 2,5 M","Losari Sukoharjo Ngaglik Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,198 m²,4 tidur,4 mandi,2200 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686134732-87,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-malangrejo-wedomartani-ngemplak-sleman-oleh-priyo-kurniawan-20148984,Malangrejo Wedomartani Ngemplak Sleman,Rp 695 jt,"Malangrejo, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",65 m²,97 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134736-88,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-luas-tanah-784-m2-rumah-demangan-oleh-abdul-aziz-21545272,"Luas Tanah 784 m2, Rumah Demangan","Rp 4,3 M","Gg. Rambutan No.363, Demangan, Kec. Gondokusuman,, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",161 m²,782 m²,5 tidur,2 mandi,1300 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686134740-89,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-di-sleman-500-jt-an-oleh-abdul-aziz-21545265,"Rumah Di Sleman, 500 Jt-an",Rp 575 jt,"Jl Palagan, Donoharjo, Ngaglik, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",101 m²,101 m²,3 tidur,2 mandi,2200 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686134745-90,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-3-kt-600-jt-an-oleh-abdul-aziz-21330003,"Rumah 3 KT, 600 Jt-an",Rp 650 jt,"Jl Potorono, Baturetno, Banguntapan,Yogyakarta, Kotagede, Yogyakarta, DI Yogyakarta Jelajahi di Peta",100 m²,120 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134749-91,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-ekslusif-di-jantung-yogyakarta-2-lantai-free-motor-furnitur-khusus-romadhon-oleh-alif-bastomy-21514102,RUMAH EKSLUSIF DI JANTUNG YOGYAKARTA 2 LANTAI FREE MOTOR + FURNITUR KHUSUS ROMADHON,"Rp 2,5 M","Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",130 m²,80 m²,3 tidur,2 mandi,3500 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686134753-92,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-ngemplak-oleh-susilo-21732908,Rumah cantik Ngemplak,"Rp 1,55 M","Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",200 m²,184 m²,6 tidur,3 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134756-93,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-murah-kalasan-sleman-oleh-endang-21534601,Rumah Murah Kalasan Sleman,Rp 525 jt,"Kalasan Sleman, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,165 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134760-94,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-kost-baciro-yogyakarta-oleh-endang-19396180,Rumah Kost Baciro  Yogyakarta,Rp 3 M,"Baciro Gondokusuman Yogyakarta, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",480 m²,360 m²,10 tidur,6 mandi,2200 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686134764-95,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-jl-palagan-km-7-sleman-oleh-endang-21511481,Rumah Jl Palagan Km 7 Sleman,"Rp 1,1 M","Jl Palagan Km 7 Mlati Sleman, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,160 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134767-96,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-bagus-berbah-sleman-oleh-endang-21311468,Rumah Bagus Berbah Sleman,"Rp 1,15 M","Berbah Sleman, Berbah, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,167 m²,3 tidur,3 mandi,3500 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134771-97,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-murah-bangunjiwo-kasihan-bantul-oleh-endang-21626315,Rumah Murah Bangunjiwo Kasihan Bantul,Rp 470 jt,"Bangunjiwo Kasihan Bantul, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",80 m²,71 m²,2 tidur,2 mandi,1300 Watt,Tak Berperabot,,SHM - Sertifikat Hak Milik
1686134776-98,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-sapen-gondokusuman-yogyakarta-oleh-endang-21507153,Rumah Sapen Gondokusuman Yogyakarta,"Rp 5,1 M","Sapen Gondokusuman Yogyakarta, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",900 m²,677 m²,10 tidur,10 mandi,4400 Watt,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1686134779-99,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-pelemsewu-panggungharjo-sewon-bantul-oleh-eka-lestari-20361108,Rumah Pelemsewu Panggungharjo Sewon Bantul,"Rp 1,4 M","Pelemsewu Panggungharjo Sewon Bantul, Sewon, Bantul, DI Yogyakarta Jelajahi di Peta",129 m²,132 m²,6 tidur,3 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134783-100,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/96,,https://www.rumah.com/listing-properti/dijual-rumah-purwomartani-kalasan-sleman-oleh-eka-lestari-20380021,Rumah Purwomartani Kalasan Sleman,Rp 650 jt,"Purwomartani Kalasan Sleman, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,111 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134791-101,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-rumah-startegis-seturan-depok-sleman-oleh-hana-arum-widati-21718366,Rumah Startegis Seturan Depok Sleman,"Rp 1,25 M","Seturan Depok Sleman, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",70 m²,105 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134795-102,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-rumah-baru-dekat-pasar-cebongan-jl-kebonagung-tirtoadi-sleman-oleh-scarlett-21641140,Rumah Baru Dekat Pasar Cebongan JL Kebonagung Tirtoadi Sleman,Rp 750 jt,"JL Kebonagung Tirtoadi Sleman, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",65 m²,110 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134799-103,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-rumah-baru-di-tlogoadi-jl-kebonagung-dekat-rsa-ugm-sleman-oleh-scarlett-21600179,Rumah Baru di Tlogoadi JL Kebonagung Dekat RSA UGM Sleman,Rp 799 jt,"JL Kebonagung Mlati, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",52 m²,99 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134803-104,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lanti-jogja-sleman-dekat-jogja-bay-stadion-maguwoharjo-oleh-wahyu-priyanto-21733332,"Dijual Rumah 2 Lanti, Jogja, Sleman dekat Jogja Bay, Stadion Maguwoharjo","Rp 2,5 M","Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",280 m²,150 m²,4 tidur,4 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686134806-105,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-malangrejo-ngemplak-oleh-satria-wahyu-anggara-21733326,"Malangrejo, Ngemplak",Rp 435 jt,"Malangrejo, Wedomartani, Ngemplak, Sleman, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,76 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134811-106,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-palagan-oleh-lutfiana-nur-aini-21733342,Rumah di jual Palagan,Rp 389 jt,"Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,75 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686134815-107,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-rumah-baru-desain-kontemporer-dekat-uii-jalan-kaliurang-oleh-scarlett-21470776,Rumah Baru Desain Kontemporer Dekat UII Jalan Kaliurang,"Rp 1,975 M","JL Kaliurang Km 12 Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",165 m²,135 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1686134818-108,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/95,,https://www.rumah.com/listing-properti/dijual-harga-promo-rumah-di-jl-magelang-dalam-ring-road-oleh-scarlett-21280000,"Harga Promo, Rumah di JL Magelang Dalam Ring Road","Rp 1,9 M","JL Magelang Mlati Sleman, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",180 m²,130 m²,4 tidur,4 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
